Product code,Description,Pack,Size,Measurement,Unit UPC,Category,[TI],[HI],Min Purchase Qty 1,Case Price 1,Unit Price 1,Min Purchase Qty 2,Case Price 2,Unit Price 2,Min Purchase Qty 3,Case Price 3,Unit Price 3,Min Purchase Qty 4,Case Price 4,Unit Price 4
12188,JARRITOS GLASS WATERMELON,24,13,oz,090478410166,Hispanic Beverages,12,5,0,$24.47,$1.02,60,$23.48,$0.98,,,,,,
12190,JARRITOS PLASTIC 1.5L GRAPEFRUIT ,8,1.5,L,090478216263,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12191,JARRITOS PLASTIC 1.5L GREEN APPLE,8,1.5,L,090478331409,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12192,JARRITOS PLASTIC 1.5L GUAVA ,8,1.5,L,09047821636,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12194,JARRITOS PLASTIC 1.5L LIME ,8,1.5,L,090478216256,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12196,JARRITOS PLASTIC 1.5L MANDARIN,8,1.5,L,090478216218,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12198,JARRITOS PLASTIC 1.5L MANGO ,8,1.5,L,090478216294,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12200,JARRITOS PLASTIC 1.5L MINERAGUA,8,1.5,L,090478216805,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
15749,JARRITOS PLASTIC 1.5L PASSION FRUIT,8,1.5,L,10090478002030,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12201,JARRITOS PLASTIC 1.5L PINEAPPLE,8,1.5,L,090478216270,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12204,JARRITOS PLASTIC 1.5L PUNCH ,8,1.5,L,090478216232,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12206,JARRITOS PLASTIC 1.5L SANGRIA ,8,1.5,L,090478321103,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12208,JARRITOS PLASTIC 1.5L SIDRAL MUNDET (APPLE),8,1.5,L,090478331102,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12209,JARRITOS PLASTIC 1.5L STRAWBERRY,8,1.5,L,090478216287,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
12211,JARRITOS PLASTIC 1.5L TAMARIND,8,1.5,L,090478216225,Hispanic Beverages,15,5,0,$13.65,$1.71,75,$12.88,$1.61,,,,,,
15307,JARRITOS PLASTIC 524ml FRUIT PUNCH,24,524,ml,090478006956,Hispanic Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15302,JARRITOS PLASTIC 524ml GRAPEFRUIT,24,524,ml,090478007052,Hispanic Beverages,,,0,$23.73,$0.99,,,,,,,,,
15306,JARRITOS PLASTIC 524ml LIME,24,524,ml,20090478006974,Hispanic Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15303,JARRITOS PLASTIC 524ml MANDARIN,24,524,ml,090478007014,Hispanic Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15308,JARRITOS PLASTIC 524ml MINERAGUA,24,524,ml,090478007076,Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15305,JARRITOS PLASTIC 524ml PINEAPPLE,24,524,ml,090478007038,Hispanic Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15309,JARRITOS PLASTIC 524ml SANGRIA,24,524,ml,090478007083,Hispanic Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15310,JARRITOS PLASTIC 524ml SIDRAL,24,524,ml,090478007090,Hispanic Beverages,9,7,0,$23.73,$0.99,,,,,,,,,
15304,JARRITOS PLASTIC 524ml TAMARIND,24,524,ml,090478006932,Hispanic Beverages,,,0,$23.73,$0.99,,,,,,,,,
12212,JELLO GELATIN DESSERT CHERRY,24,3,oz,,Snack Items,,,0,$38.32,$1.60,,,,,,,,,
12213,JELLO GELATIN DESSERT LEMON,24,3,oz,043000200056,Snack Items,,,0,$38.32,$1.60,,,,,,,,,
12214,JELLO GELATIN DESSERT LIME,24,3,oz,043000200063,Snack Items,,,0,$38.32,$1.60,,,,,,,,,
12215,JELLO GELATIN DESSERT ORANGE ,24,3,oz,00043000200742,Snack Items,,,0,$38.32,$1.60,,,,,,,,,
12216,JELLO INSTANT PUDDING BANANA CREAM ,24,3.4,oz,043000204429,Snack Items,,,0,$40.79,$1.70,,,,,,,,,
12217,JELLO INSTANT PUDDING CHOCOLATE ,24,3.4,oz,043000204313,Snack Items,,,0,$40.79,$1.70,,,,,,,,,
12218,JELLO INSTANT PUDDING LEMON ,24,3.4,oz,043000204405,Snack Items,,,0,$40.79,$1.70,,,,,,,,,
12219,JELLO INSTANT PUDDING VANILLA ,24,3.4,oz,01100430002043342038,Snack Items,,,0,$40.79,$1.70,,,,,,,,,
12221,JERSEY GLOVES,12,1,ct,080692502495,Miscellaneous Non Food,,,0,$10.30,$0.85,,,,,,,,,
12222,JIF PEANUT BUTTER CREAMY,12,16,oz,051500255162, W.I.C. Approved Items,15,8,0,$30.78,$2.56,,,,,,,,,
12223,JIF PEANUT BUTTER EXTRA CRUNCHY ,12,16,oz,051500255377, W.I.C. Approved Items,15,8,0,$30.78,$2.56,,,,,,,,,
12225,JIFFY BAKING MIX,8,40,oz,072486001109,Baking Products,8,7,0,$24.31,$3.04,8,$23.48,$2.94,56,$22.66,$2.83,,,
12226,JIFFY CORN MUFFIN MIX,24,8.5,oz,072486002205,Baking Products,13,6,0,$19.03,$0.79,,,,,,,,,
12227,JIFFY CORN MUFFIN MIX HONEY ,24,8.5,oz,072486010729,Baking Products,13,6,0,$23.48,$0.98,,,,,,,,,
12228,JIFFY CORN MUFFIN MIX PALLET,936,8.5,oz,10072486002257,Baking Products,1,1,0,$597.73,$0.64,,,,,,,,,
12229,JIFFY CORN MUFFIN MIX TRAY,4,8.5,oz,072486002281,Baking Products,13,5,0,$19.03,$4.76,,,,,,,,,
12230,JIFFY CORN MUFFIN MIX VEGETARIAN ,24,8.5,oz,072486010040,Baking Products,13,6,0,$19.03,$0.79,,,,,,,,,
12231,JIFFY CORN MUFFIN MIX VEGETARIAN SHIPPER ,72,8.5,oz,072486010040,Baking Products,4,6,0,$55.62,$0.77,,,,,,,,,
12232,JIFFY MUFFIN MIX APPLE CINNAMON ,12,7,oz,072486002502,Baking Products,26,6,0,$12.24,$1.02,,,,,,,,,
12233,JIFFY MUFFIN MIX BLUEBERRY ,12,7,oz,072486002403,Baking Products,26,6,0,$12.24,$1.02,,,,,,,,,
12234,JIFFY MUFFIN MIX RASPBERRY ,12,7,oz,072486002601,Baking Products,26,6,0,$12.24,$1.02,,,,,,,,,
12239,JOAN OF ARC DARK RED KIDNEY BEANS ,12,15.5,oz,070890512051,Beans & Chili,17,10,0,$15.94,$1.33,5,$14.71,$1.23,,,,,,
12240,JOAN OF ARC LIGHT RED KIDNEY BEANS ,12,15.5,oz,070890502007,Beans & Chili,17,10,0,$15.94,$1.33,5,$14.71,$1.23,,,,,,
12243,JOHNSEN'S CARB & CHOKE CLEANER,12,16.25,oz,039101046426,Automotive & Outdoor,,,0,$23.38,$1.95,,,,,,,,,
12246,JOHNSEN'S STARTING FLUID,12,10.7,oz,039101067629,Automotive & Outdoor,22,7,0,$36.46,$3.04,,,,,,,,,
12247,JOHNSON & JOHNSON BABY LOTION UNIT,1,3.4,oz,381371174683,Health & Beauty Aids,,,0,$2.58,$2.58,,,,,,,,,
12248,JOHNSON & JOHNSON BABY OIL UNIT,1,3,oz,381370041702,Health & Beauty Aids,,,0,$3.09,$3.09,,,,,,,,,
12249,JOHNSON & JOHNSON BABY SHAMPOO UNIT,1,1.7,oz,381371025619,Health & Beauty Aids,,,0,$2.32,$2.32,,,,,,,,,
12250,JOHNSON & JOHNSON REACH WAXED FLOSS 55 YARDS UNIT,1,1,ct,381370092131,Health & Beauty Aids,,,0,$1.58,$1.58,,,,,,,,,
15412,JOLLY RANCHER AWESOME TWOSOME BITES,18,1.8,oz,010700450142,Candy,,,0,$20.10,$1.11,,,,,,,,,
12252,JOLLY RANCHER FRUIT CHEWS,12,2.06,oz,010700519528,Candy,,,0,$14.71,$1.23,,,,,,,,,
16737,JOLLY RANCHER SCENTED CANDLE BLUE RASPBERRY,6,3,oz,810020281842,Household Products,30,10,0,$9.89,$1.65,,,,,,,,,
16736,JOLLY RANCHER SCENTED CANDLE GREEN APPLE ,6,3,oz,810020281828,Household Products,30,10,0,$9.89,$1.65,,,,,,,,,
16738,JOLLY RANCHER SCENTED CANDLE WATERMELON,6,3,oz,810020281835,Household Products,30,10,0,$9.89,$1.65,,,,,,,,,
12256,JOY ICE CREAM COLOR CUPS,12,18,ct,072092024189,Snack Items,,,0,$30.78,$2.56,,,,,,,,,
12257,JOY ICE CREAM CONES SUGAR ,12,12,ct,072092324128,Snack Items,,,0,$3.09,$0.26,,,,,,,,,
12259,JOY ICE CREAM CUPS,12,12,ct,072092124124,Snack Items,,,0,$20.04,$1.67,,,,,,,,,
12258,JOY ICE CREAM CUPS,12,24,ct,072092024240,Snack Items,,,0,$33.99,$2.83,,,,,,,,,
12260,JOY ICE CREAM CUPS JUMBO,12,12,ct,072092424125,Snack Items,,,0,$30.28,$2.52,,,,,,,,,
12262,JUANITA'S CHICKEN & HOMINY SOUP,12,25,oz,070132010987,Hispanic Foods,10,5,0,$58.71,$4.89,,,,,,,,,
12263,JUANITA'S CHICKEN & HOMINY SOUP WITH RED CHILIES,12,25,oz,70132010987,Hispanic Foods,10,9,0,$58.71,$4.89,,,,,,,,,
12264,JUANITA'S EXTRA HOT FUEGO MENUDO,12,25,oz,070132102309,Hispanic Foods,10,9,0,$64.89,$5.41,,,,,,,,,
12265,JUANITA'S HOT & SPICY MENUDO,12,15,oz,070132001015,Hispanic Foods,16,8,0,$45.73,$3.81,,,,,,,,,
12266,JUANITA'S HOT & SPICY MENUDO ,12,25,oz,070132002012,Hispanic Foods,10,9,0,$64.89,$5.41,,,,,,,,,
12267,JUANITA'S HOT & SPICY MENUDO ,6,94,oz,070132002029,Hispanic Foods,8,6,0,$105.00,$17.50,,,,,,,,,
12268,JUANITA'S MEATBALL SOUP ,12,25,oz,070132008007,Hispanic Foods,10,9,0,$64.89,$5.41,,,,,,,,,
12269,JUANITA'S MENUDO,12,15,oz,070132001008,Hispanic Foods,16,8,0,$46.84,$3.90,,,,,,,,,
12271,JUANITA'S MENUDO,12,25,oz,070132002005,Hispanic Foods,10,9,0,$64.89,$5.41,,,,,,,,,
12270,JUANITA'S MENUDO,6,94,oz,070132004009,Hispanic Foods,8,6,0,$102.90,$17.15,,,,,,,,,
12272,JUANITA'S MENUDO WITHOUT HOMINY,12,25,oz,070132002500,Hispanic Foods,10,9,0,$64.89,$5.41,,,,,,,,,
12274,JUANITA'S MEXICAN STYLE HOMINY,12,25,oz,070132006034,Hispanic Foods,10,9,0,$22.12,$1.84,,,,,,,,,
12273,JUANITA'S MEXICAN STYLE HOMINY,6,110,oz,070132006003,Hispanic Foods,8,6,0,$30.59,$5.10,48,$29.36,$4.89,,,,,,
12276,JUANITA'S PORK & GREEN CHILI SAUCE,12,25,oz,070132109100,Hispanic Foods,10,9,0,$58.71,$4.89,,,,,,,,,
12277,JUANITA'S PORK & HOMINY SOUP,12,25,oz,070132007000,Hispanic Foods,10,9,0,$58.71,$4.89,,,,,,,,,
12278,JUANITA'S WHITE HOMINY ,6,110,oz,70132010451,Hispanic Foods,8,6,0,$28.74,$4.79,48,$27.75,$4.62,,,,,,
16045,JUICY JUICE  3 FLAVOR MOD,184,64,oz,2088949751719,Pallet Mods & Shippers,2,1,0,$509.81,$2.77,,,,,,,,,
12282,JUICY JUICE APPLE,8,48,oz,889497275258, W.I.C. Approved Items,10,5,0,$27.93,$3.49,,,,,,,,,
12281,JUICY JUICE APPLE,8,64,oz,889497008245, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12283,JUICY JUICE APPLE RASBERRY,8,64,oz,889497641503, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12284,JUICY JUICE BERRY,8,64,oz,889497008238, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12286,JUICY JUICE CHERRY,8,48,oz,889497242984, W.I.C. Approved Items,10,5,0,$27.93,$3.49,,,,,,,,,
12285,JUICY JUICE CHERRY,8,64,oz,889497008214, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12287,JUICY JUICE GRAPE,8,64,oz,889497008221, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12288,JUICY JUICE GRAPE ,8,48,oz,889497272158, W.I.C. Approved Items,10,5,0,$27.93,$3.49,,,,,,,,,
12289,JUICY JUICE KIWI STRAWBERRY,8,64,oz,889497503818, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12290,JUICY JUICE KIWI/STRAW ,8,48,oz,889497885013, W.I.C. Approved Items,10,5,0,$27.93,$3.49,,,,,,,,,
12291,JUICY JUICE MANGO,8,64,oz,889497118883, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12292,JUICY JUICE ORANGE TANGERINE,8,64,oz,889497295058, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12293,JUICY JUICE ORANGE TANGERINE ,8,48,oz,028000272494, W.I.C. Approved Items,10,5,0,$27.93,$3.49,,,,,,,,,
17318,JUICY JUICE PEACH APPLE ,8,64,oz,088949700168, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12294,JUICY JUICE PUNCH,8,64,oz,889497008207, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12295,JUICY JUICE PUNCH ,8,48,oz,889497327100, W.I.C. Approved Items,10,5,0,$27.93,$3.49,,,,,,,,,
12296,JUICY JUICE STRAWBERRY BANANA,8,64,oz,889497439704, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12297,JUICY JUICE STRAWBERRY WATERMELON,8,64,oz,889497000171, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12298,JUICY JUICE TROPICAL,8,64,oz,889497567148, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12299,JUICY JUICE WHITE GRAPE,8,64,oz,889497108365, W.I.C. Approved Items,13,5,0,$26.29,$3.29,,,,,,,,,
12309,JUMEX (SPORT CAP) COCONUT PINEAPPLE,12,16,oz,076406668601,Hispanic Beverages,21,7,0,$19.65,$1.64,21,$17.55,$1.46,,,,,,
12310,JUMEX (SPORT CAP) GUAVA ,12,16,oz,076406668502,Hispanic Beverages,21,7,0,$19.65,$1.64,21,$17.55,$1.46,,,,,,
12308,JUMEX (SPORT CAP) MANGO,12,16,oz,076406668304,Hispanic Beverages,21,7,0,$19.65,$1.64,21,$17.55,$1.46,,,,,,
12311,JUMEX (SPORT CAP) PEACH ,12,16,oz,076406668106,Hispanic Beverages,21,7,0,$19.65,$1.64,21,$17.55,$1.46,,,,,,
12312,JUMEX (SPORT CAP) STRAWBERRY & BANANA ,12,16,oz,076406668205,Hispanic Beverages,21,7,0,$19.65,$1.64,21,$17.55,$1.46,,,,,,
17291,JUMEX AGUAS FRESCAS HIBISCUS,24,11.3,oz,,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
17289,JUMEX AGUAS FRESCAS LIMON,24,11.3,oz,,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
17288,JUMEX AGUAS FRESCAS MANGO,24,11.3,oz,,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
17290,JUMEX AGUAS FRESCAS STRAWBERRY,24,11.3,oz,,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12313,JUMEX APPLE NECTAR ,24,11.3,oz,076406021703,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12314,JUMEX APPLE NECTAR ,12,33.81,oz,076406061709,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12316,JUMEX COCONUT PINEAPPLE ,12,33.81,oz,076406063604,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12317,JUMEX COCONUT-PINEAPPLE,24,11.3,oz,076406022601,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12322,JUMEX FRIDGE PACK GUAVA-STRAWBERRY & BANANA ,12,11.3,oz,076406021093,Hispanic Beverages,21,10,0,$8.23,$0.69,42,$7.91,$0.66,,,,,,
12325,JUMEX FRIDGE PACK MANGO & PEACH ,12,11.3,oz,076406021086,Hispanic Beverages,21,10,0,$8.23,$0.69,42,$7.91,$0.66,,,,,,
12318,JUMEX GUANABANA NECTAR ,24,11.3,oz,076406022403,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12320,JUMEX GUAVA,12,33.81,oz,076406061600,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12319,JUMEX GUAVA,8,64,oz,076406065806,Hispanic Beverages,15,3,0,$22.99,$2.87,15,$21.84,$2.73,,,,,,
12321,JUMEX GUAVA NECTAR,24,11.3,oz,076406021604,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
16312,JUMEX KIDS APPLE JUICE 6.7OZ,8,3,ct,076406161454,Hispanic Beverages,21,8,0,$13.93,$1.74,,,,,,,,,
16311,"JUMEX KIDS APPLE, STRAWBERRY & BANANA JUICE 6.7OZ",8,3,ct,076406161461,Hispanic Beverages,21,8,0,$13.93,$1.74,,,,,,,,,
12324,JUMEX MANGO,12,33.81,oz,076406061808,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12323,JUMEX MANGO,8,64,oz,076406065509,Hispanic Beverages,15,3,0,$22.99,$2.87,15,$21.84,$2.73,,,,,,
12326,JUMEX MANGO NECTAR ,24,11.3,oz,076406021802,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12327,JUMEX MINI TETRA APPLE 6.76 OZ ,8,3,ct,076406051731,Hispanic Beverages,21,8,0,$13.10,$1.64,5,$11.62,$1.45,,,,,,
12328,JUMEX MINI TETRA GUAVA 6.76 OZ ,8,3,ct,076406051632,Hispanic Beverages,21,8,0,$13.10,$1.64,5,$11.62,$1.45,,,,,,
12329,JUMEX MINI TETRA MANGO 6.76 OZ ,8,3,ct,076406051830,Hispanic Beverages,21,8,0,$13.10,$1.64,5,$11.62,$1.45,,,,,,
12330,JUMEX MINI TETRA PEACH 6.76 OZ,8,3,ct,076406051939,Hispanic Beverages,21,8,0,$13.10,$1.64,5,$11.62,$1.45,,,,,,
12331,JUMEX MINI TETRA STRAWBERRY & BANANA 6.76 OZ,8,3,ct,076406053131,Hispanic Beverages,21,8,0,$13.10,$1.64,5,$11.62,$1.45,,,,,,
12333,JUMEX PEACH ,8,64,oz,076406065707,Hispanic Beverages,15,3,0,$22.99,$2.87,15,$21.84,$2.73,,,,,,
12335,JUMEX PEACH NECTAR,12,33.81,oz,076406061907,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12334,JUMEX PEACH NECTAR ,24,11.3,oz,076406021901,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12337,JUMEX PINEAPPLE,8,64,oz,076406065851,Hispanic Beverages,15,3,0,$22.99,$2.87,15,$21.84,$2.73,,,,,,
12339,JUMEX PINEAPPLE NECTAR,12,33.81,oz,076406063307,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12338,JUMEX PINEAPPLE NECTAR ,24,11.3,oz,076406021307,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12340,JUMEX STRAWBERRY & BANANA ,8,64,oz,076406065608,Hispanic Beverages,15,3,0,$22.99,$2.87,15,$21.84,$2.73,,,,,,
12341,JUMEX STRAWBERRY NECTAR ,24,11.3,oz,076406022304,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12342,JUMEX STRAWBERRY NECTAR ,12,33.8,oz,076406062300,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
12343,JUMEX STRAWBERRY-BANANA ,24,11.3,oz,076406023103,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12344,JUMEX STRAWBERRY-BANANA NECTAR ,12,33.81,oz,076406063109,Hispanic Beverages,16,4,0,$20.39,$1.70,32,$19.65,$1.64,,,,,,
16834,JUMEX TROPIMIX,24,11.3,oz,076406021208,Hispanic Beverages,10,10,0,$17.80,$0.74,20,$17.06,$0.71,,,,,,
12347,JUNIOR MINTS,24,1,oz,071720530153,Candy,,,0,$26.78,$1.11,,,,,,,,,
16871,JURASSIC WORLD SUPRISE CANDY,6,2,oz,041376112553,Candy,,,0,$17.24,$2.87,,,,,,,,,
17232,KELLOGG'S APPLE JACKS CEREAL,18,8.9,oz,041192100376,Breakfast,6,4,0,$73.23,$4.07,,,,,,,,,
12350,KELLOGG'S APPLE JACKS CEREAL,16,10.1,oz,03800019849,Breakfast,6,3,0,$74.00,$4.62,,,,,,,,,
12351,KELLOGG'S CEREAL CORN FLAKES,6,18,oz,038000001208, W.I.C. Approved Items,12,3,0,$39.49,$6.58,10,$38.63,$6.44,,,,,,
15997,KELLOGG'S CEREAL CORN FLAKES ,10,12,oz,038000001109, W.I.C. Approved Items,9,3,0,$54.49,$5.45,,,,,,,,,
17576,KELLOGG'S CEREAL MOD ,324,8.9,oz,041192100390,Pallet Mods & Shippers,,,0,"$1,131.31",$3.49,,,,,,,,,
17272,KELLOGG'S CEREAL MOD - MIXED SIZES,292,12.6,oz,041192100376,Pallet Mods & Shippers,1,1,0,"$1,049.65",$3.59,,,,,,,,,
15996,KELLOGG'S CEREAL RICE KRISPIES ,10,12,oz,038000199943, W.I.C. Approved Items,9,3,0,$54.49,$5.45,,,,,,,,,
12354,KELLOGG'S CEREAL RICE KRISPIES ,6,18,oz,038000200038, W.I.C. Approved Items,12,3,0,$40.17,$6.70,,,,,,,,,
15641,KELLOGG'S CORN FLAKE CRUMBS,12,21,oz,038000070105,Baking Products,,,0,$43.26,$3.61,,,,,,,,,
17324,KELLOGG'S CORN POPS CEREAL,18,8.8,oz,041192100390,Breakfast,6,4,0,$73.23,$4.07,,,,,,,,,
17234,KELLOGG'S FROOT LOOPS CEREAL ,18,8.9,oz,041192100413,Breakfast,6,4,0,$73.23,$4.07,,,,,,,,,
17236,KELLOGG'S FROSTED FLAKES CEREAL   ,18,12,oz,041192100437,Breakfast,6,4,0,$73.23,$4.07,,,,,,,,,
17242,KELLOGG'S POP-TARTS 2PK APPLE JACKS (APPLE CINNAMON FLAVOR),6,3.67,oz,038000291517,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12357,KELLOGG'S POP-TARTS 2PK CHOCOLATE CHIP ,6,3.67,oz,038000019210,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12358,KELLOGG'S POP-TARTS 2PK FROSTED BLUEBERRY,6,3.67,oz,038000310317,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12359,KELLOGG'S POP-TARTS 2PK FROSTED BROWN SUGAR CINNAMON,6,3.52,oz,038000311314,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12360,KELLOGG'S POP-TARTS 2PK FROSTED CHERRY ,6,3.67,oz,038000318405,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12361,KELLOGG'S POP-TARTS 2PK FROSTED S'MORES,6,3.67,oz,038000581717,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12362,KELLOGG'S POP-TARTS 2PK FROSTED STRAWBERRY,6,3.67,oz,038000317316,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
12363,KELLOGG'S POP-TARTS 2PK HOT FUDGE SUNDAE,6,3.38,oz,038000504716,Snack Items,15,4,0,$6.49,$1.08,,,,,,,,,
17262,KENTUCKY KERNEL FISH FRY,6,9,oz,070351185008,Baking Products,,,0,$16.38,$2.73,,,,,,,,,
12364,KENTUCKY KERNEL SEASONED FLOUR,12,10,oz,20070351180120,Baking Products,16,5,0,$30.90,$2.58,,,,,,,,,
12365,KIKKOMAN SOY SAUCE ,12,10,oz,041390000027,Condiments,,,0,$30.78,$2.56,,,,,,,,,
12366,KIKKOMAN TERIYAKI SAUCE ,12,10,oz,041390000058,Condiments,24,6,0,$32.01,$2.67,,,,,,,,,
12368,KING SIZE 3 MUSKETEERS,24,3.28,oz,,Candy,,,0,$48.41,$2.02,,,,,,,,,
12369,KING SIZE ALMOND JOY,18,3.22,oz,034000005222,Candy,,,0,$35.54,$1.98,,,,,,,,,
12370,KING SIZE BABY RUTH CANDY BAR ,18,3.7,oz,099900196883,Candy,,,0,$29.87,$1.66,,,,,,,,,
12371,KING SIZE BUTTERFINGER CANDY BAR,18,3.7,oz,099900100781,Candy,,,0,$29.87,$1.66,,,,,,,,,
12372,KING SIZE CARAMELLO BAR,18,2.7,oz,03452406,Candy,,,0,$35.54,$1.98,,,,,,,,,
12373,KING SIZE CHUNKY ,24,2.5,oz,099900532889,Candy,,,0,$37.85,$1.58,,,,,,,,,
12374,KING SIZE HERSHEY ALMOND CANDY BAR ,18,2.6,oz,034000002214,Candy,,,0,$35.54,$1.98,,,,,,,,,
12375,KING SIZE HERSHEY COOKIES & CREAM CANDY BAR ,18,2.6,oz,034000196067,Candy,,,0,$35.54,$1.98,,,,,,,,,
12376,KING SIZE HERSHEY PLAIN CANDY BAR ,18,2.6,oz,034000220007,Candy,,,0,$35.54,$1.98,,,,,,,,,
12378,KING SIZE KIT KAT CANDY BAR,24,3,oz,034000002290,Candy,,,0,$48.41,$2.02,,,,,,,,,
12380,KING SIZE M&M'S CARAMEL,24,3.27,oz,040000508854,Candy,,,0,$48.41,$2.02,,,,,,,,,
12381,KING SIZE M&M'S PEANUT,24,3.27,oz,040000004325,Candy,,,0,$48.41,$2.02,,,,,,,,,
12382,KING SIZE M&M'S PEANUT BUTTER,24,2.83,oz,040000380603,Candy,,,0,$48.41,$2.02,,,,,,,,,
12383,KING SIZE M&M'S PLAIN CANDY,24,3.14,oz,040000420248,Candy,,,0,$48.41,$2.02,,,,,,,,,
12384,KING SIZE M&M'S PRETZEL,24,2.83,oz,040000546511,Candy,,,0,$48.41,$2.02,,,,,,,,,
12387,KING SIZE MILKY WAY CANDY,24,3.63,oz,040000004011,Candy,,,0,$48.41,$2.02,,,,,,,,,
12388,KING SIZE MOUNDS,18,3.22,oz,034000052105,Candy,,,0,$35.54,$1.98,,,,,,,,,
12389,KING SIZE MR GOODBAR CANDY BAR ,18,2.6,oz,034000002238,Candy,,,0,$35.54,$1.98,,,,,,,,,
12390,KING SIZE PAY DAY CANDY BAR ,18,3.4,oz,010700963277,Candy,,,0,$35.54,$1.98,,,,,,,,,
12393,KING SIZE REESE'S CUP ,24,2.8,oz,034000004805,Candy,,,0,$44.29,$1.84,,,,,,,,,
15425,KING SIZE REESE'S OUTRAGEOUS,18,2.95,oz,034000412006,Candy,,,0,$35.54,$1.98,,,,,,,,,
